Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
34968,The New Strategic Selling: The Unique Sales System Proven Successful by the World's Best Companies,Robert B. Miller,"Miller, Robert B.","Stephen E. Heiman, Tad Tuleja, J.W. Marriott Jr.","=""044669519X""","=""9780446695190""",0,3.90,Grand Central Publishing,Paperback,448,2005,1985,,2024/02/24,to-read,to-read (#172),to-read,,,,1,0
56095402,Machine Learning Engineering,Andriy Burkov,"Burkov, Andriy",,"=""1777005469""","=""9781777005467""",0,4.31,True Positive Inc.,Hardcover,310,2020,,,2024/12/02,to-read,to-read (#171),to-read,,,,1,0
43907405,Competing in the Age of AI: Strategy and Leadership When Algorithms and Networks Run the World,Marco Iansiti,"Iansiti, Marco",Karim R. Lakhani,"=""1633697630""","=""9781633697638""",4,3.85,Harvard Business Review Press,Kindle Edition,280,2020,2020,,2025/01/19,,,read,,,,1,0
48497641,Quand la machine apprend: La révolution des neurones artificiels et de l'apprentissage profond,Yann Le Cun,"Cun, Yann Le",,"=""2738149324""","=""9782738149329""",5,4.05,Odile Jacob,Kindle Edition,399,2019,2019,,2025/01/11,,,read,,,,1,0
25753498,Deep Learning: A Practitioner's Approach,Josh Patterson,"Patterson, Josh",Adam Gibson,"=""1491914254""","=""9781491914250""",0,3.77, O'Reilly Media,Paperback,200,2015,2015,,2025/01/11,to-read,to-read (#170),to-read,,,,0,0
60623908,Power And Prediction: The Disruptive Economics of Artificial Intelligence,Ajay Agrawal,"Agrawal, Ajay","Joshua Gans, Avi Goldfarb","=""1647824192""","=""9781647824198""",5,4.23,Harvard Business Review Press,Hardcover,256,2022,,2024/12/29,2024/12/09,,,read,,,,1,0
143710993,Generative AI for Entrepreneurs in a Hurry,Mohak Agarwal,"Agarwal, Mohak",,"=""""","=""9798889359692""",0,4.41,Notion Press,Paperback,186,2023,,,2024/12/29,to-read,to-read (#169),to-read,,,,0,0
39165640,MAKE: Bootstrapper's Handbook,Pieter Levels,"Levels, Pieter",,"=""""","=""""",0,4.07,,ebook,194,2018,,,2024/12/20,to-read,to-read (#168),to-read,,,,0,0
59616977,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"Forte, Tiago",,"=""1982167386""","=""9781982167387""",0,4.04,Simon Element / Simon Acumen,Hardcover,272,2022,2022,,2024/12/17,to-read,to-read (#167),to-read,,,,0,0
60509,Technological Revolutions and Financial Capital: The Dynamics of Bubbles and Golden Ages,Carlota Pérez,"Pérez, Carlota",,"=""1843763311""","=""9781843763314""",0,4.32,Edward Elgar Publishing,Paperback,224,2003,2002,,2024/12/15,to-read,to-read (#166),to-read,,,,0,0
60746554,The Market Power of Technology: Understanding the Second Gilded Age,Mordecai Kurz,"Kurz, Mordecai",,"=""0231556527""","=""9780231556521""",0,4.50,Columbia University Press,Kindle Edition,700,2023,,,2024/12/15,to-read,to-read (#165),to-read,,,,0,0
53225224,Evolving Properties of Intellectual Capitalism: Patents and Innovations for Growth and Welfare,Ove Granstrand,"Granstrand, Ove",,"=""1800370946""","=""9781800370944""",0,0.0,Edward Elgar Publishing,Paperback,520,2020,,,2024/12/15,to-read,to-read (#164),to-read,,,,0,0
1658640,Technology and Market Structure: Theory and History,John Sutton,"Sutton, John",,"=""026219399X""","=""9780262193993""",0,4.60,Mit Pr,Hardcover,,1998,1998,,2024/12/13,to-read,to-read (#163),to-read,,,,0,0
36484703,Prediction Machines: The Simple Economics of Artificial Intelligence,Ajay Agrawal,"Agrawal, Ajay","Joshua Gans, Avi Goldfarb","=""1633695689""","=""9781633695689""",0,3.86,Harvard Business Review Press,Kindle Edition,328,2018,,,2024/12/02,to-read,to-read (#162),to-read,,,,0,0
43190851,The Hundred-Page Machine Learning Book,Andriy Burkov,"Burkov, Andriy",,"=""""","=""""",5,4.25,Andriy Burkov,Paperback,159,2019,,,2024/12/02,,,read,,,,1,0
747570,"Evolution in Four Dimensions: Genetic, Epigenetic, Behavioral, And Symbolic Variation in the History of Life (Life And Mind: Philosophical Issues in Biology And Philosophy Series)",Eva Jablonka,"Jablonka, Eva","Marion J. Lamb, Anna Zeligowski","=""0262600692""","=""9780262600699""",0,4.19,Bradford Books,Paperback,462,2006,2005,,2024/11/22,to-read,to-read (#161),to-read,,,,0,0
61535,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,"=""0199291152""","=""9780199291151""",0,4.16,Oxford University Press,Paperback,360,2006,1976,,2024/11/22,to-read,to-read (#160),to-read,,,,0,0
62050269,"A Brief History of Intelligence: Evolution, AI, and the Five Breakthroughs That Made Our Brains",Max Solomon Bennett,"Bennett, Max Solomon",,"=""""","=""""",5,4.45,Mariner Books,Hardcover,432,2023,,2024/11/20,2024/06/15,,,read,,,,1,0
198332459,Bad Therapy: Why the Kids Aren't Growing Up,Abigail Shrier,"Shrier, Abigail",,"=""""","=""""",0,3.99,Swift Press,ebook,350,2024,2024,,2024/10/19,to-read,to-read (#159),to-read,,,,0,0
20657925,The Complete Story of Civilization,Will Durant,"Durant, Will",,"=""1476779716""","=""9781476779713""",0,4.43,Simon & Schuster,Kindle Edition,13971,2014,1975,,2024/10/19,to-read,to-read (#158),to-read,,,,0,0
78161,"The Age of Louis XIV (The Story of Civilization, #8)",Will Durant,"Durant, Will",Ariel Durant,"=""1567310192""","=""9781567310191""",0,4.31,Fine Communications,Hardcover,802,1997,1963,,2024/10/19,to-read,to-read (#157),to-read,,,,0,0
868267,"The Age of Reason Begins (The Story of Civilization, #7)",Will Durant,"Durant, Will",Ariel Durant,"=""0671013203""","=""9780671013202""",0,4.36,Simon & Schuster,Hardcover,729,1980,1961,,2024/10/19,to-read,to-read (#156),to-read,,,,0,0
78164,"The Age of Voltaire (The Story of Civilization, #9)",Will Durant,"Durant, Will",Ariel Durant,"=""0671013254""","=""9780671013257""",0,4.42,Simon & Schuster,Hardcover,898,1980,1965,,2024/10/19,to-read,to-read (#155),to-read,,,,0,0
128898,The Reformation (The Story of Civilization #6),Will Durant,"Durant, Will",,"=""1567310176""","=""9781567310177""",0,4.35,MJF,Hardcover,1025,1997,1957,,2024/10/19,to-read,to-read (#154),to-read,,,,0,0
78165,"Rousseau and Revolution (The Story of Civilization, #10)",Will Durant,"Durant, Will",Ariel Durant,"=""1567310214""","=""9781567310214""",0,4.29,MJF Books,Hardcover,1092,1967,,,2024/10/19,to-read,to-read (#153),to-read,,,,0,0
512145,"The Renaissance (The Story of Civilization, #5)",Will Durant,"Durant, Will",,"=""0671616005""","=""9780671616007""",0,4.26,Simon & Schuster,Hardcover,776,1980,1953,,2024/10/19,to-read,to-read (#152),to-read,,,,0,0
78166,"The Age of Faith (The Story of Civilization, #4)",Will Durant,"Durant, Will",,"=""0965000753""","=""9780965000758""",0,4.38,Simon and Schuster,Hardcover,1196,1950,1950,,2024/10/19,to-read,to-read (#151),to-read,,,,0,0
174730,"The Life of Greece (The Story of Civilization, #2)",Will Durant,"Durant, Will",,"=""1567310133""","=""9781567310139""",0,4.37,Fine Communications,Hardcover,754,1997,1939,,2024/10/19,to-read,to-read (#150),to-read,,,,0,0
174722,"Our Oriental Heritage (The Story of Civilization, #1)",Will Durant,"Durant, Will",,"=""1567310125""","=""9781567310122""",0,4.30,Fine,Hardcover,1047,1993,1935,,2024/10/19,to-read,to-read (#149),to-read,,,,0,0
34272565,Life 3.0: Being Human in the Age of Artificial Intelligence,Max Tegmark,"Tegmark, Max",Rob Shapiro,"=""0451485076""","=""9780451485076""",0,4.00,Random House Audio,Audio CD,384,2035,2017,,2024/10/19,to-read,to-read (#148),to-read,,,,0,0
60321447,Chip War: The Fight for the World's Most Critical Technology,Chris   Miller,"Miller, Chris",,"=""1982172002""","=""9781982172008""",5,4.41,Scribner,Hardcover,431,2022,2022,2024/07/23,2024/06/15,,,read,,,,1,0
53453640,"The Unicorn's Shadow: Combating the Dangerous Myths that Hold Back Startups, Founders, and Investors",Ethan Mollick,"Mollick, Ethan",,"=""1613630972""","=""9781613630976""",4,4.05,Wharton School Press,Kindle Edition,89,2020,,,2024/06/15,,,read,,,,1,0
50489349,The Alignment Problem: Machine Learning and Human Values,Brian  Christian,"Christian, Brian",,"=""0393635821""","=""9780393635829""",0,4.34,W. W. Norton & Company,Hardcover,496,2020,2020,,2024/06/15,to-read,to-read (#147),to-read,,,,0,0
56620811,The Age of AI and Our Human Future,Henry Kissinger,"Kissinger, Henry","Eric Schmidt, Daniel Huttenlocher","=""0316273805""","=""9780316273800""",0,3.45,"Little, Brown and Company",Hardcover,272,2021,,,2024/06/15,to-read,to-read (#146),to-read,,,,0,0
44767248,Human Compatible: Artificial Intelligence and the Problem of Control,Stuart Russell,"Russell, Stuart",,"=""0525558616""","=""9780525558613""",0,4.05,Viking,Hardcover,352,2019,2019,,2024/06/15,to-read,to-read (#145),to-read,,,,0,0
199534421,The Skill Code: How to Save Human Ability in an Age of Intelligent Machines,Matt Beane,"Beane, Matt",,"=""0063337797""","=""9780063337794""",0,3.70,Harper Business,Hardcover,224,2024,,,2024/06/14,to-read,to-read (#144),to-read,,,,0,0
15014,Crucial Conversations: Tools for Talking When Stakes are High,Kerry Patterson,"Patterson, Kerry","Stephen R. Covey, Joseph Grenny, Ron McMillan, Al Switzler","=""0071401946""","=""9780071401944""",0,4.07,McGraw-Hill,Paperback,240,2002,2002,,2024/03/09,to-read,to-read (#143),to-read,,,,1,0
57005189,Masters of Scale: Surprising Truths from the World's Most Successful Entrepreneurs,Reid Hoffman,"Hoffman, Reid","June Cohen, Deron Triff","=""0593239083""","=""9780593239087""",0,4.08,Crown Currency,Hardcover,304,2021,2021,,2022/02/02,to-read,to-read (#142),to-read,,,,1,0
35957157,Thinking in Bets: Making Smarter Decisions When You Don't Have All the Facts,Annie Duke,"Duke, Annie",,"=""0735216355""","=""9780735216358""",0,3.82,Portfolio,Hardcover,288,2018,2018,,2021/05/15,to-read,to-read (#141),to-read,,,,1,0
198678736,"Co-Intelligence: The Definitive, Bestselling Guide to Living and Working with AI",Ethan Mollick,"Mollick, Ethan",,"=""075356078X""","=""9780753560785""",4,3.96,Virgin Digital,Kindle Edition,243,2024,2024,,2024/06/14,,,read,,,,1,0
48677858,‫تفسير الجلالين: تفسير مختصر للقرآن الكريم كاملا‬ (Arabic Edition),جلال الدين السيوطي,"السيوطي, جلال الدين","Jalaluddeen Al-Mahally, Jalaluddeen As-Suyooty, عبد الحي الدكالي","=""""","=""""",5,4.37,,Kindle Edition,943,2019,1505,2024/05/26,2024/05/26,,,read,,,,1,0
57802947,Radical Focus: Achieving Your Most Important Goals with Objectives and Key Results (Empowered Teams),Christina Wodtke,"Wodtke, Christina",,"=""""","=""""",0,3.97,"Cucina Media, LLC",Kindle Edition,254,2021,2016,,2024/03/11,to-read,to-read (#140),to-read,,,,0,0
39286958,Measure What Matters,John Doerr,"Doerr, John",,"=""""","=""""",5,3.98,Penguin,Kindle Edition,299,2018,2017,2024/03/10,2023/11/05,,,read,,,,1,0
6452796,Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,"Pink, Daniel H.",,"=""1594488843""","=""9781594488849""",0,3.95,Riverhead Books,Hardcover,242,2009,2009,,2017/08/06,currently-reading,currently-reading (#3),currently-reading,,,,1,0
21285876,Strategic Selling: Secrets of the Complex Sale,Robert B. Miller,"Miller, Robert B.",,"=""1850919518""","=""9781850919513""",0,4.36,Kogan Page Limited,Paperback,0,1989,1989,,2023/07/21,to-read,to-read (#139),to-read,,,,0,0
274192,Dot.Con: The Greatest Story Ever Sold,John Cassidy,"Cassidy, John",,"=""0060008806""","=""9780060008802""",5,3.90,Harper,Hardcover,384,2002,2002,,2022/06/16,,,read,,,,1,0
126850297,Quick Start Guide to Large Language Models: Strategies and Best Practices for Using ChatGPT and Other LLMs (Addison-Wesley Data & Analytics Series),Sinan Ozdemir,"Ozdemir, Sinan",,"=""0138199191""","=""9780138199197""",4,3.64,Addison-Wesley Professional,Paperback,288,2023,,,2023/11/26,,,read,,,,1,0
48018,The Practice of Management,Peter F. Drucker,"Drucker, Peter F.",,"=""0060878975""","=""9780060878979""",0,4.25,Harper Business,Paperback,416,2006,1954,,2024/03/09,to-read,to-read (#138),to-read,,,,0,0
48019,The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),Peter F. Drucker,"Drucker, Peter F.",,"=""0060833459""","=""9780060833459""",0,4.08,Harper Business,Paperback,208,2006,1966,,2024/03/09,to-read,to-read (#137),to-read,,,,0,0
324750,High Output Management,Andrew S. Grove,"Grove, Andrew S.",,"=""0679762884""","=""9780679762881""",0,4.30,Vintage,Paperback,272,1995,1983,,2024/03/09,to-read,to-read (#136),to-read,,,,0,0
22875447,Work Rules!: Insights from Inside Google That Will Transform How You Live and Lead,Laszlo Bock,"Bock, Laszlo",,"=""1455554790""","=""9781455554799""",0,4.13,Twelve,Hardcover,406,2015,2015,,2024/03/09,to-read,to-read (#135),to-read,,,,0,0
195044214,Quick Start Guide to Large Language Models: Strategies and Best Practices for Using ChatGPT and Other LLMs (Addison-Wesley Data & Analytics Series),Sinan Ozdemir,"Ozdemir, Sinan",,"=""0138199337""","=""9780138199333""",4,3.63,Addison-Wesley Professional,Kindle Edition,288,2023,,,2024/03/05,,,read,,,,1,0
21866821,Lean B2B: Build Products Businesses Want,Étienne Garbugli,"Garbugli, Étienne","François Maisonneuve, Annemarie Vander Veen","=""1495296601""","=""9781495296604""",3,4.17,CreateSpace Independent Publishing Platform,Paperback,270,2014,,,2024/02/27,,,read,,,,1,0
853717,The New Conceptual Selling: The Most Effective and Proven Method for Face-to-Face Sales Planning,Robert B. Miller,"Miller, Robert B.","Stephen E. Heiman, Tad Tuleja, John Philip Coghlan","=""0446695181""","=""9780446695183""",0,3.79,Grand Central Publishing,Paperback,386,2005,1987,,2024/02/25,to-read,to-read (#134),to-read,,,,0,0
4841390,Creativity and Intelligence,Jacob W. Getzels,"Getzels, Jacob W.",,"=""0471297151""","=""9780471297154""",0,4.50,Wiley,Hardcover,293,1962,2011,,2024/02/25,to-read,to-read (#133),to-read,,,,0,0
40389418,Creativity: Flow and the Psychology of Discovery and Invention,Mihály Csíkszentmihályi,"Csíkszentmihályi, Mihály",,"=""0061844039""","=""9780061844034""",0,4.07,HarperCollins e-books,Kindle Edition,466,2009,1996,,2024/02/25,to-read,to-read (#132),to-read,,,,0,0
7090,The Soul of a New Machine,Tracy Kidder,"Kidder, Tracy",,"=""0316491977""","=""9780316491976""",0,4.12,Back Bay Books,Paperback,293,2000,1981,,2024/02/24,to-read,to-read (#131),to-read,,,,0,0
37868583,The Prosperity Paradox: How Innovation Can Lift Nations Out of Poverty,Clayton M. Christensen,"Christensen, Clayton M.","Efosa Ojomo, Karen Dillon","=""0062851837""","=""9780062851833""",0,4.26,Harper Business,Kindle Edition,355,2024,2019,,2024/01/07,to-read,to-read (#130),to-read,,,,0,0
123223197,The AI Whisperer's Code: The Proven Method for Achieving Unbelievable Results Using Chat GPT and AI (LLM Books AI Book 1),Ernesto Verdugo,"Verdugo, Ernesto",Daniel Priestly,"=""""","=""""",0,3.59,,Kindle Edition,369,2023,,,2023/12/19,to-read,to-read (#129),to-read,,,,0,0
13132847,Engineers of Victory: The Problem Solvers Who Turned The Tide in the Second World War,Paul Kennedy,"Kennedy, Paul",,"=""1400067618""","=""9781400067619""",0,3.84,Random House,Hardcover,464,2013,2012,,2023/09/10,to-read,to-read (#128),to-read,,,,0,0
100322,Assata: An Autobiography,Assata Shakur,"Shakur, Assata",,"=""1556520743""","=""9781556520747""",4,4.59,Lawrence Hill Books,Paperback,274,2001,1987,2023/09/09,2022/02/02,,,read,,,,1,0
8712370,From the Sultan to Atatürk: Turkey- The Peace Conferences of 1919-23 and Their Aftermath,Andrew Mango,"Mango, Andrew",,"=""1905791658""","=""9781905791651""",0,3.92,Haus Publishing,Hardcover,240,2010,2010,,2023/08/30,to-read,to-read (#127),to-read,,,,0,0
316363,The Emergence of Modern Turkey (Studies in Middle Eastern History),Bernard Lewis,"Lewis, Bernard",,"=""0195134605""","=""9780195134605""",0,4.16,Oxford University Press,Paperback,568,2001,1969,,2023/08/30,to-read,to-read (#126),to-read,,,,0,0
840043,The Rise and Fall of the Great Powers: Economic Change and Military Conflict from 1500 to 2000,Paul Kennedy,"Kennedy, Paul",,"=""0679720197""","=""9780679720195""",0,4.14,Vintage Books,Paperback,677,1989,1987,,2023/08/30,to-read,to-read (#125),to-read,,,,0,0
17679706,Turkey: A Short History,Norman Stone,"Stone, Norman",,"=""0500290385""","=""9780500290385""",4,3.31,Thames & Hudson,Paperback,192,2014,2011,,2023/08/30,,,read,Good place to start to discover history of Turkey and have a broadview on the timeline and most critical eras. The book met my expectations of a easy and entertaining book to read. For more advanced readers look for references that the author gives at the end of the book.,,,1,0
542389,"Stalingrad: The Fateful Siege, 1942–1943",Antony Beevor,"Beevor, Antony",,"=""0140284583""","=""9780140284584""",0,4.33,Penguin Books,Paperback,494,1999,1998,,2023/04/30,to-read,to-read (#124),to-read,,,,0,0
113934,The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,"Goldratt, Eliyahu M.",Jeff Cox,"=""0884271781""","=""9780884271789""",0,4.08,North River Press,Paperback,384,2004,1984,,2023/03/09,to-read,to-read (#123),to-read,,,,0,0
19605970,The Art of War/The Art of Warfare,Sun Tzu,"Tzu, Sun",,"=""""","=""""",0,4.14,iUniverse,Kindle Edition,143,2002,2002,,2020/05/09,to-read,to-read (#122),to-read,,,,0,0
58009109,The Power Law: Venture Capital and the Making of the New Future,Sebastian Mallaby,"Mallaby, Sebastian",,"=""052555999X""","=""9780525559993""",4,4.43,Penguin Press,Hardcover,496,2022,2022,,2023/01/01,,,read,,,,1,0
59571998,Dangerous Rhythms: Jazz and the Underworld,T.J. English,"English, T.J.",,"=""0063031418""","=""9780063031418""",0,4.13,William Morrow,Hardcover,448,2022,2022,,2023/01/01,to-read,to-read (#121),to-read,,,,0,0
42934086,Unlocking the Customer Value Chain: How Decoupling Drives Consumer Disruption,Thales S. Teixeira,"Teixeira, Thales S.",Greg Piechota,"=""1524763098""","=""9781524763091""",0,4.45,Crown Currency,Kindle Edition,345,2019,2019,,2019/04/04,to-read,to-read (#120),to-read,,,,0,0
27543,Artificial Intelligence: A Modern Approach,Stuart Russell,"Russell, Stuart",Peter Norvig,"=""0137903952""","=""9780137903955""",0,4.20,Prentice Hall,Hardcover,1080,2003,1994,,2020/05/09,to-read,to-read (#119),to-read,,,,0,0
36064445,Skin in the Game: The Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""0241300657""","=""9780241300657""",0,3.91,Allen Lane,Paperback,272,2018,2018,,2020/05/09,to-read,to-read (#118),to-read,,,,0,0
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.19,Harper,ebook,450,2017,2015,,2020/05/09,to-read,to-read (#117),to-read,,,,0,0
38900866,It Doesn't Have to Be Crazy at Work,Jason Fried,"Fried, Jason",David Heinemeier Hansson,"=""0062874780""","=""9780062874788""",0,4.01,Harper Business,Hardcover,240,2018,2018,2022/12/28,2020/05/09,,,read,,,,1,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",0,4.17,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,,2020/05/09,to-read,to-read (#116),to-read,,,,0,0
313605,Getting to Yes: Negotiating Agreement Without Giving In,Roger Fisher,"Fisher, Roger","William Ury, Bruce Patton","=""0140157352""","=""9780140157352""",0,3.94,Penguin Group,Paperback,200,1992,1981,2022/12/28,2020/04/12,,,read,,,,1,0
7904927,Mastering the VC Game: A Venture Capital Insider Reveals How to Get from Start-up to IPO on Your Terms,Jeffrey Bussgang,"Bussgang, Jeffrey",,"=""1591843251""","=""9781591843252""",0,3.90,Portfolio,Hardcover,256,2010,2010,,2018/02/10,to-read,to-read (#115),to-read,,,,0,0
41440318,Sales Foundation: A Practical Guide (Productivity Book 7),Sorin Dumitrascu,"Dumitrascu, Sorin",,"=""""","=""""",0,0.0,,Kindle Edition,234,2018,,,2022/12/28,to-read,to-read (#114),to-read,,,,0,0
726546,Tragedy and Hope: A History of the World in Our Time,Carroll Quigley,"Quigley, Carroll",,"=""094500110X""","=""9780945001102""",0,4.33,"G. S. G. & Associates, Incorporated",Hardcover,1348,2004,1966,,2022/09/02,to-read,to-read (#113),to-read,,,,0,0
2305591,"Architects of the Web: 1,000 Days That Built the Future of Business",Rob  Reid,"Reid, Rob",,"=""0471171875""","=""9780471171874""",0,3.72,John Wiley & Sons Inc,Hardcover,370,1997,1997,,2022/06/24,to-read,to-read (#112),to-read,,,,0,0
42348376,Secrets of Sand Hill Road: Venture Capital and How to Get It,Scott Kupor,"Kupor, Scott",Eric Ries,"=""059308358X""","=""9780593083581""",0,4.23,Portfolio,Hardcover,320,2019,2019,,2022/06/16,to-read,to-read (#111),to-read,,,,0,0
52962238,Principles for Dealing with the Changing World Order: Why Nations Succeed and Fail,Ray Dalio,"Dalio, Ray",,"=""1982160276""","=""9781982160272""",0,4.27,Avid Reader Press / Simon & Schuster,Hardcover,576,2021,2021,,2022/06/16,to-read,to-read (#110),to-read,,,,0,0
57933306,Stolen Focus: Why You Can't Pay Attention— and How to Think Deeply Again,Johann Hari,"Hari, Johann",,"=""0593138511""","=""9780593138519""",0,4.23,Crown,Hardcover,357,2022,2022,,2022/06/16,to-read,to-read (#109),to-read,,,,0,0
22571799,Heaven's Bankers: Inside the Hidden World of Islamic Finance,Harris Irfan,"Irfan, Harris",,"=""146831047X""","=""9781468310474""",0,3.89,Abrams Press,Hardcover,368,2015,2014,,2022/03/04,to-read,to-read (#108),to-read,,,,0,0
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"Gladwell, Malcolm","Barry Fox, Irina Henegar","=""0316010669""","=""9780316010665""",0,3.96,Back Bay Books,Paperback,296,2007,2005,,2021/07/18,,,read,,,,1,0
2767,A People’s History of the United States: 1492 - Present,Howard Zinn,"Zinn, Howard",,"=""0060838655""","=""9780060838652""",0,4.08,Harper Perennial,Paperback,729,1995,1980,,2022/02/05,to-read,to-read (#107),to-read,,,,0,0
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0061234001""","=""9780061234002""",0,4.01,William Morrow,Hardcover,268,2006,2005,,2022/02/05,to-read,to-read (#106),to-read,,,,0,0
91682,Revolutionary Suicide,Huey P. Newton,"Newton, Huey P.",J. Herman Blake,"=""0863163262""","=""9780863163265""",0,4.48,Writers & Readers,Paperback,332,1995,1973,,2022/02/04,to-read,to-read (#105),to-read,,,,0,0
51877,Capitalism and Freedom,Milton Friedman,"Friedman, Milton",,"=""0226264211""","=""9780226264219""",0,3.90,University of Chicago Press,Paperback,208,2002,1962,,2022/02/04,to-read,to-read (#104),to-read,,,,0,0
25698,An Inquiry into the Nature and Causes of the Wealth of Nations,Adam Smith,"Smith, Adam","George J. Stigler, Edwin Cannan","=""0226763749""","=""9780226763743""",0,3.88,University Of Chicago Press,Paperback,1076,1977,1776,,2022/02/04,to-read,to-read (#103),to-read,,,,0,0
42547,"The Autobiography of Martin Luther King, Jr.",Martin Luther King Jr.,"Jr., Martin Luther King",Clayborne Carson,"=""0446676500""","=""9780446676502""",0,4.34,Warner Books,Paperback,400,2001,1986,,2022/02/04,to-read,to-read (#102),to-read,,,,0,0
31071,Martin and Malcolm and America: A Dream or a Nightmare?,James H. Cone,"Cone, James H.",,"=""0883448246""","=""9780883448243""",0,4.41,Orbis Books,Paperback,358,1992,1991,,2022/02/04,to-read,to-read (#101),to-read,,,,0,0
177400,Waiting 'Til the Midnight Hour: A Narrative History of Black Power in America,Peniel E. Joseph,"Joseph, Peniel E.",,"=""0805075399""","=""9780805075397""",0,4.03,Henry Holt and Co.,Hardcover,416,2006,2006,,2022/02/02,to-read,to-read (#100),to-read,,,,0,0
15722514,Black Against Empire: The History and Politics of the Black Panther Party,Joshua Bloom,"Bloom, Joshua",Waldo E. Martin Jr.,"=""0520271858""","=""9780520271852""",0,4.46,University of California Press,Hardcover,552,2013,2013,,2022/02/02,to-read,to-read (#99),to-read,,,,0,0
7170627,The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""""","=""""",0,4.34,Scribner,Hardcover,472,2010,2010,,2022/02/02,to-read,to-read (#98),to-read,,,,0,0
464260,The Fire Next Time,James Baldwin,"Baldwin, James",,"=""067974472X""","=""9780679744726""",0,4.55,Vintage,Paperback,106,1992,1963,,2022/02/02,to-read,to-read (#97),to-read,,,,0,0
193988,La Métamorphose,Franz Kafka,"Kafka, Franz",Claude David,"=""207041437X""","=""9782070414376""",0,3.90,Folio,Mass Market Paperback,144,2000,1915,,2022/02/02,,,read,,,,1,0
3869,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,"=""0553380168""","=""9780553380163""",4,4.21,Bantam Books,Paperback,226,1998,1988,2022/02/02,2021/07/18,,,read,,,,1,0
55577662,The Key Man: The True Story of How the Global Elite Was Duped by a Capitalist Fairy Tale,Simon     Clark,"Clark, Simon",Will Louch,"=""0062996215""","=""9780062996213""",5,4.19,Harper Business,Hardcover,352,2021,2021,,2021/10/08,,,read,,,,1,0
1841580,Soleil D'Allah Brille Sur L'Occident (Le) (Collections Spiritualites) (French Edition),Sigrid Hunke,"Hunke, Sigrid",,"=""2226093583""","=""9782226093585""",0,4.14,ALBIN MICHEL,Paperback,,1997,1960,,2022/01/29,to-read,to-read (#96),to-read,,,,0,0
45421034,Foresight: How the Chemistry of Life Reveals Planning and Purpose,Marcos Eberlin,"Eberlin, Marcos",,"=""193659966X""","=""9781936599660""",0,4.41,Discovery Institute,Kindle Edition,174,2019,,,2022/01/29,to-read,to-read (#95),to-read,,,,0,0
59351132,Dieu - la science - les preuves: L'aube d'une révolution (French Edition),Michel-Yves Bolloré,"Bolloré, Michel-Yves",,"=""""","=""""",0,3.83,Guy Trédaniel,Kindle Edition,532,2021,2021,,2022/01/29,to-read,to-read (#94),to-read,,,,0,0
26118008,La médiocratie,Alain Deneault,"Deneault, Alain",,"=""2895961956""","=""9782895961956""",0,3.42,Lux,Paperback,224,2015,2015,,2022/01/29,to-read,to-read (#93),to-read,,,,0,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",0,4.33,Avery,Kindle Edition,319,2018,2018,,2022/01/16,to-read,to-read (#92),to-read,,,,0,0
25744928,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,"Newport, Cal",,"=""1455586692""","=""9781455586691""",4,4.16,Grand Central Publishing,Hardcover,296,2016,2016,2022/01/16,2021/07/18,,,read,,,,1,0
36448501,The Bitcoin Standard: The Decentralized Alternative to Central Banking,Saifedean Ammous,"Ammous, Saifedean",,"=""1119473861""","=""9781119473862""",0,4.17,Wiley,Hardcover,304,2018,2018,,2022/01/14,to-read,to-read (#91),to-read,,,,0,0
56962799,The Cold Start Problem: How to Start and Scale Network Effects,Andrew Chen,"Chen, Andrew",,"=""0062969757""","=""9780062969750""",4,4.19,Harper Business,Kindle Edition,395,2021,,2021/12/30,2021/12/05,,,read,,,,1,0
40277241,Brief Answers to the Big Questions,Stephen Hawking,"Hawking, Stephen",,"=""1984819194""","=""9781984819192""",0,4.27,Bantam,Hardcover,256,2018,2018,,2021/12/18,to-read,to-read (#90),to-read,,,,0,0
